Solute SMILES,LogS
c1cc2oc3c(c2c2nsnc12)c1=C[SiH2]C=c1c1cc(cnc31)-c1cccc2ccccc12,5.352712
c1[SiH2]c(cc1)-c1sc(-c2[SiH2]c(cc2)-c2scc3cc[SiH2]c23)c2[nH]ccc12,3.101865
c1ccc2c3[se]c4cc(oc4c3c3ccccc3c2c1)-c1nccc2nsnc12,9.518706
c1cc2c(cc(-c3cc4cnccc4o3)c3c[nH]cc23)s1,1.905597
c1sc(-c2cc3oc4c(oc5ccc6c[nH]cc6c45)c3c3=C[SiH2]C=c23)c2nccnc12,3.94164
[nH]1c2cc[se]c2c2c3cocc3c3cc(cnc3c12)-c1ccc[se]1,1.919002
[nH]1c2cc(oc2c2c3cocc3c3C=CCc3c12)-c1nccc2nsnc12,5.193838
c1sc(-c2ccc(cn2)-c2ccc(nc2)-c2cncc3nsnc23)c2cc[nH]c12,8.132646
c1sc(c2CC=Cc12)-c1ccc2cc3c(cc2c1)c1c[nH]cc1c1ccc2c[nH]cc2c31,1.143978
c1cc2c3c[nH]cc3c3c4[se]c(cc4oc3c2cn1)-c1cccc2c[nH]cc12,1.332771
c1ncc(s1)-c1cc2sc3c(c2c2=C[SiH2]C=c12)c1ccccc1c1ccc2=C[SiH2]C=c2c31,8.731355
c1cc2cnc3c4sc(cc4ccc3c2s1)-c1scc2sccc12,2.398361
C1C=Cc2c1c1cnc3cc(-c4cncs4)c4ccccc4c3c1c1c[nH]cc21,2.114081
[nH]1c2ccc3cscc3c2c2[nH]c3cc(-c4cccnc4)c4cocc4c3c12,1.276741
[nH]1c(ccc1-c1ncc(-c2cccc3c[SiH2]cc23)c2nsnc12)-c1cccc2c[nH]cc12,6.620223
c1cc2cnc3c(ncc4cc(-c5scc6ccsc56)c5=CCC=c5c34)c2[se]1,4.877132
c1sc(-c2cc3oc4c(c5c[nH]cc5c5ccc6c[nH]cc6c45)c3o2)c2C=C[SiH2]c12,0.130558
C1C=CC=C1c1cc2c(c3c[nH]cc13)c1[se]c3ccccc3c1c1=C[SiH2]C=c21,3.085852
c1sc(c2Cccc12)-c1sc(-c2ccc(s2)-c2scc3ccoc23)c2nccnc12,5.670834
[nH]1cccc1-c1ccc(nc1)-c1Cc(cc1)-c1ccco1,1.967645
[SiH2]1C=CC=C1c1cnc2c(cnc3c2cnc2ccc4cocc4c32)c1,5.37501
c1ccc(nc1)C1=Cc2sc3c(c2[SiH2]1)c1nsnc1c1ccc2=C[SiH2]C=c2c31,10.137324
[nH]1cccc1-c1cc2[se]c3c4CC=Cc4[nH]c3c2c2=CCC=c12,-0.520946
c1cc2c(cc(-c3cc4c5cscc5ccc4cn3)c3=C[SiH2]C=c23)[se]1,5.262588
c1ccc(s1)-c1ccc(s1)-c1ccc(-c2scc3[nH]ccc23)c2cscc12,2.197339
c1cc2ccc3c4[SiH2]C(=Cc4cnc3c2s1)c1scc2[SiH2]C=Cc12,4.290749
c1ccc2c(c1)[se]c1c2ccc2cc(oc12)-c1cccc2c[nH]cc12,1.450983
[nH]1cccc1-c1cc2c3cocc3c3c4ccccc4[se]c3c2o1,1.573414
c1ccc(o1)-c1cc2cnc3c([se]c4ccc5ccccc5c34)c2c2c[nH]cc12,2.136518
c1sc(-c2cnc(s2)-c2sc(-c3cncc4nsnc34)c3[se]ccc23)c2nccnc12,0
[nH]1ccc2c3nsnc3c3cc4cc([se]c4cc3c12)-c1ncncn1,4.566973
c1ccc(o1)-c1cc2c3c[nH]cc3c3c4[se]ccc4c4=CCC=c4c3c2c2=CCC=c12,0.176982
[nH]1c2cc(-c3scc4occc34)c3ccccc3c2c2c3cscc3c3cc[se]c3c12,2.009054
[nH]1c(cc2ncc3c4sccc4c4cocc4c3c12)-c1cccs1,2.142708
c1cc2c3cscc3c(cc2c2ccccc12)-c1cc2c(ccc3=C[SiH2]C=c23)[se]1,5.57778
c1sc(-c2cc3[se]c4c(c5cocc5c5ccccc45)c3c3cocc23)c2cc[se]c12,3.43746
c1ccc2cc3c4[SiH2]C(=Cc4ncc3cc2c1)c1cccc2cocc12,5.504299
[nH]1c2ccc3ccccc3c2c2oc3cc(-c4scc5cc[se]c45)c4=CCC=c4c3c12,2.345116
c1ncc(s1)-c1sc(-c2sc(-c3cncc4nsnc34)c3sccc23)c2nccnc12,0
C1C=Cc2cnc3c4ncc(cc4c4c[nH]cc4c3c12)-c1cccnc1,1.124118
c1sc(-c2ccc(nc2)-c2cccc3cCcc23)c2cc[nH]c12,2.331455
[nH]1ccc2c3cscc3c3cc(-c4cccc5cocc45)c4=C[SiH2]C=c4c3c12,5.001945
c1sc(-c2cc3[se]c4c(c3o2)c2=CCC=c2c2ccc3=CCC=c3c42)c2[nH]ccc12,0.798065
c1sc(c2[SiH2]ccc12)-c1ccc(cn1)-c1ccc([se]1)-c1cncc2nsnc12,0
[nH]1c(cc2[SiH2]c3c4[SiH2]C=Cc4sc3-c12)-c1cccc2=CCC=c12,2.422275
c1ncc(s1)-c1cc2cc3ncc4ccc5ccccc5c4c3cc2c2ccccc12,3.368134
c1ccc(-c2ccc(cn2)-c2sc(c3Cccc23)-c2cccc3nsnc23)c2c[SiH2]cc12,7.22516
c1ccc(s1)-c1cnc2c(c1)sc1c2ncc2cc[se]c12,1.634945
c1sc(-c2cc3[se]c4c(oc5ccc6=CCC=c6c45)c3s2)c2nccnc12,5.360403
c1sc(-c2sc(-c3ncc(s3)-c3cncc4nsnc34)c3cc[SiH2]c23)c2[se]ccc12,0
c1ccc(nc1)-c1cnc2c(c1)ncc1c2ncc2ccc3=CCC=c3c12,4.772183
[SiH2]1C=c2c3c4[SiH2]C=Cc4[se]c3c3c4nsnc4c(cc3c2=C1)-c1scc2[se]ccc12,0
c1cc2c3cocc3c3c([se]c4cc(-c5cccc6cscc56)c5nsnc5c34)c2s1,6.098102
[nH]1c-2c(Cc3cc(-c4cccc5c[nH]cc45)c4=C[SiH2]C=c4c-23)c2c1ccc1cocc21,0.955305
c1ncc(s1)-c1cc2[se]c3c(ccc4ccncc34)c2cn1,1.724855
c1ccc(cc1)-c1ccc(-c2ccc(nc2)-c2cccc3nsnc23)c2cCcc12,5.274416
[nH]1ccc2c3cscc3c3c4sc(cc4c4=C[SiH2]C=c4c3c12)-c1scc2cc[nH]c12,3.020908
c1ncc(s1)-c1cnc2c(cnc3c4c5cocc5ccc4c4=CCC=c4c23)c1,5.490734
[nH]1c2cc(sc2c2c1c1ccccc1c1=CCC=c21)-c1cccc2nsnc12,4.989118
[nH]1c(cc2ncc3c4CC=Cc4ccc3c12)-c1scc2occc12,1.598673
c1sc(-c2ccc(o2)-c2sc(-c3cncc4nsnc34)c3sccc23)c2cc[nH]c12,4.969388
c1cc2c(c3c[nH]cc13)c1oc3C=C([SiH2]c3c1c1=CCC=c21)c1cccc2ccccc12,1.050543
[nH]1cccc1-c1cc2ccc3cc4cc[nH]c4cc3c2c2=C[SiH2]C=c12,3.578629
[nH]1ccc2c3cscc3c3c4[se]c(cc4ccc3c12)-c1ccc[se]1,1.988999
c1cnc2c(c1)sc1c3cnc(cc3sc21)-c1cccnc1,1.556061
c1cc2CC(=Cc2c2cocc12)c1cccc2=CCC=c12,2.474144
[SiH2]1C=Cc2sc3c(oc4cc(sc34)-c3cccc4cocc34)c12,3.296384
[nH]1ccc2[se]c3c(ccc4cc(C5=CC=CC5)c5ccccc5c34)c12,1.170419
[nH]1c(cc2cc3c4c[nH]cc4c4ccncc4c3cc12)-c1scc2nccnc12,6.81653
c1sc(C2=Cc3oc4c(ncc5ccncc45)c3C2)c2[SiH2]C=Cc12,3.362156
[nH]1cccc1-c1sc(-c2ccc([nH]2)-c2cccc3cocc23)c2occc12,0.882866
c1sc(-c2cc3oc4c(c5cocc5c5ccc6nsnc6c45)c3c3nsnc23)c2cc[se]c12,8.571828
C1C=Cc2c1c1ccc3cc(sc3c1c1cscc21)-c1cccc2=C[SiH2]C=c12,6.17678
c1sc(-c2cc3ncc4c(oc5ccc6=CCC=c6c45)c3[se]2)c2occc12,3.324442
c1ccc(o1)-c1sc(-c2ccc([se]2)-c2cccc3c[SiH2]cc23)c2cc[nH]c12,2.177573
c1cc2ncc3c(oc4ccc5c[SiH2]cc5c34)c2[se]1,6.744169
c1cnc(s1)-c1sc(-c2Cc(cc2)-c2scc3cc[se]c23)c2Cccc12,3.044078
c1sc(-c2ccc3c(c2)oc2c3ncc3ccc4ccccc4c23)c2ccoc12,2.537753
c1ccc(-c2sc(-c3ccc(o3)-c3nccc4nsnc34)c3[nH]ccc23)c2cCcc12,4.754354
c1Cc(cc1)-c1sc(-c2sc(-c3scc4ccCc34)c3ccCc23)c2ccsc12,2.209124
c1sc(-c2cc3c4cscc4c4c5ccccc5sc4c3c3nsnc23)c2cc[nH]c12,5.565756
c1sc(c2[SiH2]C=Cc12)-c1cc2oc3c(ccc4ccc5=C[SiH2]C=c5c34)c2c2c[nH]cc12,4.198491
[nH]1c(cc2[se]c3c4[SiH2]C=Cc4[se]c3c12)-c1cccc2c[nH]cc12,1.232232
[nH]1c(cc2c3nsnc3c3c4sccc4c4ccccc4c3c12)-c1cccc2=C[SiH2]C=c12,7.475062
[nH]1c(ccc1-c1scc2sccc12)-c1cnc(s1)-c1Cccc1,2.373789
c1sc(-c2cc3sc4c(sc5ccc6=C[SiH2]C=c6c45)c3c3cocc23)c2[se]ccc12,6.071187
c1sc(c2[SiH2]ccc12)-c1cnc(-c2sc(-c3ccccn3)c3ccCc23)c2nsnc12,0
[nH]1c2ccsc2c2cc3c4c[nH]cc4c(cc3cc12)-c1cncs1,1.195745
[nH]1c(cc2cnc3c4occc4cnc3c12)-c1scc2occc12,1.811656
c1sc(-c2ccc(cc2)-c2sc(-c3scc4sccc34)c3ccsc23)c2[nH]ccc12,2.548081
[nH]1c(cc2oc3c4ccccc4sc3c12)-c1nccc2nsnc12,9.616715
[SiH2]1C=CC=C1c1cc2ncc3c4ccccc4c4c[nH]cc4c3c2[se]1,3.58364
c1cnc(s1)-c1cc2[se]c3c(oc4ccc5nsnc5c34)c2c2=C[SiH2]C=c12,9.597832
c1ccc(s1)-c1sc(-c2[SiH2]c(cc2)-c2scc3Cccc23)c2sccc12,2.910717
c1ccc(cn1)-c1sc(-c2sc(-c3cncc4nsnc34)c3cc[nH]c23)c2[nH]ccc12,6.016613
c1cc2c3c[nH]cc3c3c([se]c4cc(-c5scc6[SiH2]C=Cc56)c5=C[SiH2]C=c5c34)c2o1,4.199616
[nH]1c2cc(oc2c2sc3ccc4nsnc4c3c12)-c1scc2ccoc12,4.450454
c1cc2c(o1)c1[se]c3cc(-c4scc5occc45)c4=C[SiH2]C=c4c3c1c1=CCC=c21,4.43525
c1cc2c3cscc3c3c(ncc4cc(-c5cccc6c[nH]cc56)c5c[nH]cc5c34)c2o1,1.257798
c1sc(-c2sc(-c3sc(-c4cncc5nsnc45)c4occc34)c3cc[nH]c23)c2cc[se]c12,4.702477
C1C=c2c(cc3c(c4oc5ccsc5c4c4=CCC=c34)c2=C1)C1=CC=CC1,0.714835
[nH]1c2ccccc2c2c3nsnc3c3cc(-c4cccc5cocc45)c4nsnc4c3c12,10.118406
c1sc(c2[SiH2]C=Cc12)-c1cc2[se]c3c(c4cocc4c4cccnc34)c2cn1,3.036707
c1cnc2c(c1)oc1cc(sc21)-c1cccnc1,1.247317
[SiH2]1C=CC=C1c1cc2c(o1)c1cc3c(ccc4ccccc34)cc1c1ccccc21,3.326643
[nH]1c(cc2c1c1ncc3ccc4=C[SiH2]C=c4c3c1c1=C[SiH2]C=c21)-c1nccs1,6.907941
[nH]1c2cc(sc2c2[se]c3ccc4=CCC=c4c3c12)-c1ncncn1,4.787731
[nH]1ccc2c3nsnc3c3c4[se]c(cc4cnc3c12)-c1cccc2ccccc12,2.791671
c1sc(-c2sc(-c3ccc(cc3)-c3scc4sccc34)c3sccc23)c2cc[nH]c12,1.567819
c1sc(-c2ccc(o2)-c2ccc(o2)-c2ccccc2)c2[se]ccc12,1.65831
[nH]1cccc1-c1cnc2c(c1)c1cocc1c1c3CC=Cc3ncc21,1.617473
c1cc2CC(=Cc2cn1)c1cc2c3cocc3ccc2c2=CCC=c12,4.444018
[nH]1ccc2oc3c(ccc4cc(-c5ncncn5)c5=CCC=c5c34)c12,3.779089
c1cc2ncc3c4ccc(cc4oc3c2o1)-c1cccc2=CCC=c12,3.079896
[nH]1c(cc2c1c1c3cscc3c3ccc4ccccc4c3c1c1=CCC=c21)-c1ncncn1,4.126739
c1sc(C2=Cc3c(C2)c2ncc4ccccc4c2c2nsnc32)c2occc12,5.368292
c1ccc(s1)-c1cc2ccc3c4c5c[nH]cc5ccc4c4cscc4c3c2c2=CCC=c12,2.093031
c1cnc2c3[se]c4cc(ccc4c3c3ccccc3c2c1)-c1cccc2c[nH]cc12,1.987204
c1cc2c3c[nH]cc3c3cc(cnc3c2c2cocc12)-c1cncc2nsnc12,8.454215
c1ccc(-c2ccc3c(c2)c2c[nH]cc2c2ccc4cocc4c32)c2c[nH]cc12,1.106646
[SiH2]1C=Cc2c1c1ccc3cc(ncc3c1c1nsnc21)-c1scc2ccoc12,7.603244
c1[SiH2]c(cc1)-c1sc(-c2cnc(-c3ccco3)c3nsnc23)c2ccoc12,9.197855
c1sc(-c2cc3oc4c(sc5ccc6c[nH]cc6c45)c3c3cscc23)c2ccsc12,1.991583
[nH]1c2cc([se]c2c2cc3c4c[nH]cc4ccc3cc12)-c1scc2sccc12,1.521876
[nH]1c2ccc3nsnc3c2c2oc3cc([se]c3c12)-c1scc2occc12,3.970028
c1ccc(-c2sc(-c3ccc(nc3)-c3cccc4nsnc34)c3nccnc23)c2cscc12,8.363865
c1ccc(o1)-c1cc2c(c3nsnc13)c1ncc3ccc4ccccc4c3c1c1=CCC=c21,6.152604
[nH]1c(ccc1-c1sc(-c2cccc3c[nH]cc23)c2cc[se]c12)-c1nccs1,1.511856
[nH]1c2C=CCc2c2oc3cc(-c4cccc5nsnc45)c4cscc4c3c12,2.774226
c1cc2ncc3c4ncc(cc4c4cocc4c3c2cn1)-c1cccc2=CCC=c12,4.834235
[nH]1c2ccc3=CCC=c3c2c2c3cscc3c3cc(sc3c12)-c1scc2cc[nH]c12,0.486356
[SiH2]1C=c2c3cc([se]c3c3c4cocc4c4ccc5nsnc5c4c3c2=C1)C1=CC=C[SiH2]1,7.732232
c1cc2cc3[se]c4cc(-c5cncs5)c5nsnc5c4c3cc2[se]1,7.959538
[nH]1ccc2c1c1oc3C=C([SiH2]c3c1c1ccccc21)c1cncs1,3.515724
c1sc(-c2ncc(s2)-c2Cc(cc2)-c2nccc3nsnc23)c2cc[se]c12,9.673659
c1ccc(s1)-c1cc2c(cn1)c1c(c3c4cocc4ccc3c3=CCC=c13)c1=C[SiH2]C=c21,6.274866
[nH]1c(ccc1-c1sc(-c2cccc3cocc23)c2ccsc12)-c1scc2[nH]ccc12,0.535836
c1cc2c3cscc3c3c4cnc(cc4[se]c3c2s1)-c1cccc2=C[SiH2]C=c12,5.798323
c1cc2ncc3c4CC(=Cc4c4cocc4c3c2c2cocc12)c1cccc2=C[SiH2]C=c12,6.598872
c1ccc(cc1)-c1cc2cnc3c(c4nsnc4c4ccc5nsnc5c34)c2o1,6.672013
c1sc(C2=Cc3cnc4c5ccccc5c5cscc5c4c3[SiH2]2)c2cc[nH]c12,3.088871
[SiH2]1C=Cc2c1c1c3c[nH]cc3c3cc(cnc3c1c1c[nH]cc21)-c1cccc2c[nH]cc12,0.767721
c1sc(-c2[SiH2]c(cc2)-c2cnc(s2)-c2scc3cc[nH]c23)c2[nH]ccc12,2.062587
[SiH2]1C=Cc2[se]c3cc(oc3c12)-c1ccccc1,2.259263
c1ncc(s1)-c1cc2[se]c3c(sc4ccc5cocc5c34)c2o1,3.040731
[SiH2]1C=Cc2c1c1cc3sc(cc3cc1c1nsnc21)-c1cncc2nsnc12,0
c1cnc2c3ccc4cc([se]c4c3c3=C[SiH2]C=c3c2c1)-c1cccc2nsnc12,7.611434
C1C=c2c(cc3c4c[nH]cc4c4c5CC=Cc5[se]c4c3c2=C1)-c1cncs1,1.556881
c1sc(-c2cc3c4cocc4c4c5ccccc5oc4c3cn2)c2[se]ccc12,2.890783
c1ccc(o1)-c1cc2cc3[se]ccc3cc2c2nsnc12,4.013447
c1ccc([se]1)-c1sc(-c2sc(-c3ncncn3)c3nccnc23)c2cc[nH]c12,8.499803
c1ccc(nc1)-c1cc2oc3c(c2c2c[nH]cc12)c1=CCC=c1c1ccc2=CCC=c2c31,0.256227
c1ccc(s1)-c1sc(-c2ncc(-c3ccccn3)c3nsnc23)c2ccCc12,9.353039
[SiH2]1C=c2c3cc4C=C[SiH2]c4cc3c3ccc(cc3c2=C1)-c1cncc2nsnc12,9.111684
c1sc(c2C=C[SiH2]c12)-c1cc2ccc3c4cnccc4c4=C[SiH2]C=c4c3c2c2cocc12,5.715534
C1C=c2c(cc3ncc4c5[SiH2]C=Cc5oc4c3c2=C1)C1=CC=CC1,3.626134
[nH]1c(ccc1-c1ccc(nc1)-c1scc2occc12)-c1scc2[se]ccc12,2.48825
c1cc2c3c[nH]cc3c3c(cnc4cc(-c5ncncn5)c5nsnc5c34)c2c2=C[SiH2]C=c12,7.901911
c1sc(c2C=CCc12)-c1cc2cnc3c4c5nsnc5ccc4c4cocc4c3c2cn1,5.894131
c1sc(-c2sc(-c3ccc([se]3)-c3cccc4cocc34)c3cc[SiH2]c23)c2ccoc12,3.74303
C1C=c2c(cc3c4ccccc4c4c5CC=Cc5cnc4c3c2=C1)-c1nccc2nsnc12,6.845866
c1cc2oc3c(sc4cc([se]c34)-c3ccccc3)c2s1,1.777599
c1sc(c2[SiH2]C=Cc12)-c1cc2c3c[nH]cc3c3ccc4=C[SiH2]C=c4c3c2c2nsnc12,5.292747
c1ccc(s1)-c1sc(-c2sc(-c3ccc[se]3)c3sccc23)c2occc12,2.833145
[nH]1c(cc2ncc3c([se]c4ccc5=C[SiH2]C=c5c34)c12)-c1scc2ccsc12,5.770047
c1ccc([se]1)-c1cc2ncc3cc4cccnc4cc3c2c2cscc12,5.64112
c1c-c2c(-[s]1)c1c3c[SiH2]cc3c3ccoc3c1c1nsnc21,8.369673
[nH]1c2ccc3nsnc3c2c2c1c1oc(cc1c1ccccc21)-c1ccc[se]1,3.845997
c1sc(-c2ccc(-c3sc(-c4cncc5nsnc45)c4ccCc34)c3nsnc23)c2ccoc12,10.356651
c1sc(-c2ccc(-c3sc(-c4cccnc4)c4cc[nH]c34)c3cscc23)c2occc12,3.01348
c1ccc(C2=Cc3oc4c(c3C2)c2c[nH]cc2c2ccc3=CCC=c3c42)c2ccccc12,-0.130248
c1ccc(-c2cc3[se]c4c(oc5ccc6=C[SiH2]C=c6c45)c3o2)c2=C[SiH2]C=c12,6.467548
c1cc2cc3[se]c4cc(-c5scc6[nH]ccc56)c5ccccc5c4c3cc2s1,2.102371
[nH]1ccc2[se]c3c(c4cocc4c4cc(-c5cccc6ccccc56)c5nsnc5c34)c12,5.641181
c1ccc([se]1)-c1cc2cc3c4nsnc4c4cccnc4c3cc2[se]1,3.173509
c1cnc2c(c1)[se]c1c2c2nsnc2c2cc(-c3ncncn3)c3ccccc3c12,6.347719
c1cc2c(o1)c1c3cocc3c3cc(sc3c1c1=C[SiH2]C=c21)-c1cccc2nsnc12,7.289733
[SiH2]1C=Cc2sc3c(ccc4cc([se]c34)-c3cccs3)c12,2.615225
[nH]1c2cc(-c3scc4ccsc34)c3c[nH]cc3c2c2c3cocc3c3ccsc3c12,0.460211
[nH]1c(cc2[nH]c3c([nH]c4ccc5c[nH]cc5c34)c12)-c1scc2[se]ccc12,-2.122438
c1sc(-c2cc3ccc4c(cnc5ccc6cscc6c45)c3[se]2)c2ccoc12,3.386726
[nH]1c2ccc3c[nH]cc3c2c2c3nsnc3c3cc(-c4nccs4)c4cscc4c3c12,4.142542
[nH]1c(ccc1-c1sc(c2[SiH2]ccc12)-c1cccc2cCcc12)-c1nccs1,3.663214
[nH]1ccc2c3cscc3c3c4[SiH2]C(=Cc4sc3c12)c1scc2[SiH2]C=Cc12,3.191233
c1cnc(-c2cc3c4c[nH]cc4c4c([se]c5ccc6=CCC=c6c45)c3s2)c2nsnc12,5.933216
c1sc(C2=Cc3ccc4c(sc5ccc6=CCC=c6c45)c3C2)c2cc[se]c12,2.892998
c1sc(-c2ccc(cc2)-c2[SiH2]c(cc2)-c2cccc3c[nH]cc23)c2cc[SiH2]c12,3.285012
c1cc2sc3c4CC(=Cc4c4cscc4c3c2[se]1)c1scc2cc[nH]c12,1.145113
c1cnc(s1)-c1sc(-c2sc(c3[SiH2]ccc23)-c2scc3ccoc23)c2ccoc12,4.145075
C1C=CC=C1c1cc2oc3c([se]c4ccc5c[nH]cc5c34)c2c2nsnc12,4.086311
c1ccc(cc1)-c1ccc2c(c1)oc1c2cnc2ccc3cscc3c12,1.658433
c1cnc(s1)-c1cc2c3nsnc3c3c(cnc4cccnc34)c2c2ccccc12,6.650003
C1C=Cc2sc3c(c12)c1c[nH]cc1c1cc(ncc31)-c1scc2cc[nH]c12,1.023677
c1cc2c(o1)c1c3c[nH]cc3c3cc(-c4ccccc4)c4nsnc4c3c1c1=CCC=c21,2.218239
c1ccc(-c2cc3sc4c([se]c5ccc6=C[SiH2]C=c6c45)c3o2)c2ccccc12,5.778629
c1cnc(-c2cc3ncc4c5c6ccccc6ccc5c5=CCC=c5c4c3o2)c2nsnc12,0
C1C=Cc2ccc3c4CC(=Cc4cnc3c12)c1cccc2c[nH]cc12,1.75418
c1sc(-c2cc3c4cscc4c4c(ccc5ccc6nsnc6c45)c3cn2)c2[se]ccc12,5.206548
[nH]1c(cc2oc3c(c12)c1=C[SiH2]C=c1c1ccc2cocc2c31)-c1ccccn1,4.015929
c1sc(C2=Cc3c([SiH2]2)c2oc4ccc5ccccc5c4c2c2=CCC=c32)c2sccc12,3.553823
c1sc(-c2cc3ncc4cc5ccc6=CCC=c6c5cc4c3c3cocc23)c2sccc12,3.657859
c1cnc2c(c1)oc1c2ccc2cc(oc12)-c1cccc2nsnc12,6.456992
[SiH2]1C=Cc2ccc3c4ccc(cc4c4nsnc4c3c12)-c1ccccc1,2.30401
[nH]1c2cc(sc2c2cc3CC=Cc3cc12)-c1scc2nccnc12,4.98075
[nH]1ccc2Cc3c(-c12)c1=C[SiH2]C=c1c1cc(cnc31)-c1nccs1,5.64686
c1ccc(nc1)-c1cc2cnc3ccc4=CCC=c4c3c2s1,3.543153
c1sc(-c2cc3ccc4c(oc5ccc6ccccc6c45)c3cn2)c2ccoc12,2.456423
c1ccc([se]1)-c1cc2cc3c4cocc4ccc3cc2c2=C[SiH2]C=c12,5.087785
[nH]1c-2c(Cc3cc[se]c-23)c2ncc(cc12)-c1scc2sccc12,1.86653
c1ncc(s1)-c1cc2sc3ccc4=C[SiH2]C=c4c3c2s1,6.842031
c1ncc(s1)-c1sc(-c2ccc(nc2)-c2scc3cc[nH]c23)c2cc[se]c12,3.654399
c1[SiH2]c(cc1)-c1ccc(cc1)-c1cnc(s1)-c1nccs1,4.475681
[SiH2]1C=Cc2ncc3c4ncc(cc4c4cocc4c3c12)-c1cncs1,2.491779
[nH]1c(cc2c1c1c3cocc3c3ccc4c[nH]cc4c3c1c1ccccc21)-c1ncncn1,3.19088
[nH]1c(ccc1-c1scc2ccoc12)-c1sc(c2[SiH2]ccc12)-c1scc2ccsc12,1.771765
[nH]1c2C=C[SiH2]c2c2c1c1c3ccccc3c(cc1c1=C[SiH2]C=c21)-c1cccnc1,4.401775
[nH]1c(cc2[SiH2]C3=C(CC=C3)c12)-c1ccccc1,0.863585
[nH]1ccc2oc3c(c12)c1ccccc1c1cc(-c2scc4ccsc24)c2cocc2c31,2.059938
c1sc(C2=Cc3cc4c5cscc5c5ccc6c[nH]cc6c5c4cc3C2)c2C=CCc12,1.455517
c1cnc2c3ccc4cc(cnc4c3c3=CCC=c3c2c1)-c1cccnc1,3.452857
C1C=Cc2ccc3c(sc4cc(cnc34)-c3ncncn3)c12,2.546286
[nH]1c2ccoc2c2[se]c3cc(ccc3c12)-c1scc2occc12,1.697661
[nH]1c2cc[se]c2c2[se]c3cc(-c4ccccn4)c4nsnc4c3c12,5.93011
c1cc2ncc3c4c5cocc5c(cc4c4=C[SiH2]C=c4c3c2o1)-c1scc2C=C[SiH2]c12,7.268562
c1cnc(s1)-c1ccc2c3sc4ccc5=CCC=c5c4c3c3cocc3c2c1,3.551114
c1cc2ccc3c4[SiH2]C(=Cc4sc3c2cn1)c1cccc2nsnc12,8.294133
c1sc(-c2sc(-c3cnc(s3)-c3cccc4cocc34)c3[SiH2]ccc23)c2ccoc12,4.591698
C1C=Cc2ncc3c(c12)c1ccccc1c1cc(-c2ccc[se]2)c2ccccc2c31,2.146051
[nH]1ccc2oc3c(sc4cc(-c5ccc[se]5)c5cscc5c34)c12,1.813119
[nH]1c(cc2cnc3c4[SiH2]C=Cc4ccc3c12)-c1cccs1,1.473931
c1cc2cc3cc4c(cc(-c5nccc6nsnc56)c5ccccc45)cc3cc2cn1,9.708165
c1ccc([se]1)-c1cc2[se]c3ccc4ccccc4c3c2c2ccccc12,2.03507
c1[SiH2]c(cc1)-c1ccc(-c2ccc(o2)-c2scc3nccnc23)c2c[SiH2]cc12,6.946735
[nH]1ccc2oc3c(c12)c1ccccc1c1cc(-c2cccc4ccccc24)c2cocc2c31,1.77423
c1ncc(s1)-c1sc(-c2sc(-c3cccc4nsnc34)c3ccoc23)c2[se]ccc12,7.7851
C1C=c2c3C=C[SiH2]c3c3[se]c4cc(sc4c3c2=C1)-c1cncs1,5.41627
c1cnc(s1)-c1sc(-c2sc(-c3scc4[SiH2]ccc34)c3sccc23)c2ccoc12,5.202745
C1C=Cc2[se]c3c(c12)c1=C[SiH2]C=c1c1cc(-c2scc4[se]ccc24)c2cocc2c31,5.407858
c1Cc(cc1)-c1sc(-c2[SiH2]c(cc2)-c2ccccn2)c2nccnc12,5.837946
C1C=Cc2oc3c(ncc4cc(cnc34)-c3cccc4=C[SiH2]C=c34)c12,6.698011
c1cc2c([se]1)c1c(c3[se]c(cc3c3=C[SiH2]C=c13)-c1cccnc1)c1ccccc21,6.732524
[nH]1cccc1C1=Cc2c(C1)c1sc3ccc4=C[SiH2]C=c4c3c1c1cocc21,2.399421
c1[SiH2]c(cc1)-c1sc(-c2ccc(-c3[SiH2]ccc3)c3c[SiH2]cc23)c2cc[SiH2]c12,7.715028
c1sc(C2=Cc3c(C2)c2c(c4cscc34)c3cnccc3c3=CCC=c23)c2cc[nH]c12,1.535616
c1cc2c([se]1)c1oc3cc(ccc3c1c1=CCC=c21)-c1scc2[nH]ccc12,1.584859
c1ccc(-c2ccc(-c3sc(c4Cccc34)-c3ncncn3)c3c[nH]cc23)c2cCcc12,3.063797
c1sc(-c2ccc(cn2)-c2sc(-c3cccc4nsnc34)c3[nH]ccc23)c2ccoc12,6.103641
C1C=CC=C1c1cc2ccc3c4ncccc4c4ccccc4c3c2c2nsnc12,5.094846
c1cnc(s1)-c1cc2oc3c(sc4ccc5=C[SiH2]C=c5c34)c2c2=C[SiH2]C=c12,8.360052
c1sc(c2C=CCc12)-c1cc2c3cscc3c3c(ncc4ccc5=CCC=c5c34)c2cn1,3.915969
c1sc(-c2ccc3c(c2)ncc2c4c5c[nH]cc5ccc4c4cocc4c32)c2sccc12,2.699557
[SiH2]1C=c2c3C=C[SiH2]c3c3cnc4cc(-c5scc6nccnc56)c5nsnc5c4c3c2=C1,9.553144
c1ccc(o1)-c1ncc(-c2ccc(-c3cncs3)c3cocc23)c2nsnc12,10.158659
c1ccc(cn1)-c1cc2sc3c(c2o1)c1=CCC=c1c1ccc2cocc2c31,3.768362
